Order_ID,Order_Date,Customer_ID,Product_ID,Channel_ID,Supplier_ID,Quantity,Unit_Selling_Price,Unit_Cost_Price,Discount_Pct,Shipping_Fee,Delivery_Days,Order_Status,Customer_Rating
ORD-2026-01480,2026-01-22,CUST-1015,PROD-103,CH-02,SUP-20,1,199,110,0.0,40.0,1,Delivered,5.0
ORD-2026-01481,2026-01-22,CUST-2307,PROD-103,CH-04,SUP-20,1,199,110,0.0,15.0,0,Delivered,5.0
ORD-2026-01482,2026-01-22,CUST-0644,PROD-108,CH-05,SUP-50,1,400,220,0.0,15.0,0,Delivered,5.0
ORD-2026-01483,2026-01-22,CUST-2458,PROD-109,CH-02,SUP-40,2,199,110,0.0,40.0,2,Delivered,4.0
ORD-2026-01484,2026-01-22,CUST-1642,PROD-109,CH-01,SUP-40,1,199,110,0.0,40.0,1,Delivered,5.0
ORD-2026-01485,2026-01-22,CUST-0210,PROD-101,CH-04,SUP-10,1,324,180,0.1,15.0,0,Delivered,5.0
ORD-2026-01486,2026-01-22,CUST-0218,PROD-108,CH-01,SUP-50,2,400,220,0.05,0.0,4,Delivered,4.0
ORD-2026-01487,2026-01-22,CUST-2483,PROD-105,CH-01,SUP-20,2,289,150,0.0,0.0,3,Delivered,5.0
ORD-2026-01488,2026-01-22,CUST-0763,PROD-108,CH-02,SUP-50,2,400,220,0.0,0.0,3,Delivered,4.0
ORD-2026-01489,2026-01-22,CUST-0651,PROD-101,CH-06,SUP-10,3,324,180,0.0,0.0,2,Delivered,4.0
ORD-2026-01490,2026-01-22,CUST-0659,PROD-110,CH-02,SUP-40,4,360,190,0.0,0.0,3,Delivered,5.0
ORD-2026-01491,2026-01-22,CUST-0263,PROD-110,CH-01,SUP-40,1,360,190,0.0,40.0,2,Delivered,5.0
ORD-2026-01492,2026-01-22,CUST-1353,PROD-101,CH-01,SUP-10,1,324,180,0.05,40.0,4,Delivered,5.0
ORD-2026-01493,2026-01-22,CUST-1431,PROD-108,CH-04,SUP-50,1,400,220,0.0,15.0,0,Delivered,5.0
ORD-2026-01494,2026-01-22,CUST-1021,PROD-105,CH-01,SUP-20,2,289,150,0.15,0.0,3,Delivered,5.0
ORD-2026-01495,2026-01-22,CUST-0678,PROD-102,CH-05,SUP-10,1,350,210,0.05,15.0,0,Delivered,5.0
ORD-2026-01496,2026-01-22,CUST-2374,PROD-107,CH-02,SUP-50,2,225,125,0.0,40.0,1,Delivered,5.0
ORD-2026-01497,2026-01-22,CUST-2480,PROD-103,CH-03,SUP-20,3,199,110,0.15,0.0,0,Delivered,5.0
ORD-2026-01498,2026-01-22,CUST-1028,PROD-109,CH-02,SUP-40,1,199,110,0.2,40.0,4,Delivered,5.0
ORD-2026-01499,2026-01-22,CUST-1259,PROD-104,CH-02,SUP-20,1,299,160,0.0,40.0,4,Delivered,3.0
ORD-2026-01500,2026-01-22,CUST-0450,PROD-111,CH-06,SUP-30,1,360,200,0.1,40.0,1,Delivered,5.0
ORD-2026-01501,2026-01-22,CUST-0079,PROD-111,CH-04,SUP-30,1,360,200,0.2,15.0,0,Delivered,5.0
ORD-2026-01502,2026-01-22,CUST-1506,PROD-106,CH-02,SUP-20,3,246,130,0.0,0.0,3,Delivered,5.0
ORD-2026-01503,2026-01-22,CUST-0216,PROD-108,CH-06,SUP-50,1,400,220,0.05,40.0,1,Delivered,5.0
ORD-2026-01504,2026-01-22,CUST-0641,PROD-111,CH-03,SUP-30,3,360,200,0.2,0.0,0,Delivered,4.0
ORD-2026-01505,2026-01-22,CUST-2075,PROD-102,CH-01,SUP-10,5,350,210,0.0,0.0,1,Delivered,5.0
ORD-2026-01506,2026-01-22,CUST-0357,PROD-101,CH-01,SUP-10,2,324,180,0.0,0.0,3,Delivered,5.0
ORD-2026-01507,2026-01-22,CUST-2375,PROD-108,CH-01,SUP-50,2,400,220,0.05,0.0,3,Delivered,5.0
ORD-2026-01508,2026-01-22,CUST-0314,PROD-109,CH-02,SUP-40,5,199,110,0.15,0.0,3,Delivered,4.0
ORD-2026-01509,2026-01-22,CUST-1004,PROD-105,CH-01,SUP-20,1,289,150,0.15,40.0,3,Cancelled,
ORD-2026-01510,2026-01-22,CUST-0099,PROD-101,CH-01,SUP-10,3,324,180,0.0,0.0,2,Delivered,5.0
ORD-2026-01511,2026-01-22,CUST-0196,PROD-104,CH-05,SUP-20,1,299,160,0.0,15.0,0,Delivered,5.0
ORD-2026-01512,2026-01-22,CUST-2424,PROD-103,CH-02,SUP-20,1,199,110,0.1,40.0,1,Delivered,5.0
ORD-2026-01513,2026-01-22,CUST-0083,PROD-105,CH-02,SUP-20,3,289,150,0.05,0.0,4,Delivered,4.0
ORD-2026-01514,2026-01-22,CUST-0478,PROD-106,CH-02,SUP-20,1,246,130,0.05,40.0,4,Delivered,5.0
ORD-2026-01515,2026-01-22,CUST-0447,PROD-101,CH-01,SUP-10,1,324,180,0.0,40.0,4,Delivered,5.0
ORD-2026-01516,2026-01-22,CUST-0624,PROD-107,CH-03,SUP-50,5,225,125,0.0,0.0,0,Cancelled,
ORD-2026-01517,2026-01-22,CUST-1662,PROD-108,CH-03,SUP-50,1,400,220,0.0,15.0,0,Delivered,3.0
ORD-2026-01518,2026-01-22,CUST-1955,PROD-111,CH-03,SUP-30,5,360,200,0.0,0.0,0,Delivered,4.0
ORD-2026-01519,2026-01-23,CUST-0149,PROD-109,CH-01,SUP-40,4,199,110,0.05,0.0,3,Delivered,5.0
ORD-2026-01520,2026-01-23,CUST-0318,PROD-109,CH-02,SUP-40,1,199,110,0.0,40.0,4,Delivered,2.0
ORD-2026-01521,2026-01-23,CUST-1800,PROD-106,CH-04,SUP-20,1,246,130,0.0,15.0,0,Delivered,3.0
ORD-2026-01522,2026-01-23,CUST-0414,PROD-104,CH-03,SUP-20,1,299,160,0.0,15.0,0,Delivered,5.0
ORD-2026-01523,2026-01-23,CUST-1996,PROD-101,CH-06,SUP-10,2,324,180,0.1,0.0,3,Delivered,4.0
ORD-2026-01524,2026-01-23,CUST-0008,PROD-103,CH-02,SUP-20,1,199,110,0.2,40.0,4,Delivered,4.0
ORD-2026-01525,2026-01-23,CUST-0944,PROD-107,CH-02,SUP-50,3,225,125,0.1,0.0,1,Delivered,4.0
ORD-2026-01526,2026-01-23,CUST-1143,PROD-107,CH-04,SUP-50,2,225,125,0.1,0.0,0,Delivered,2.0
ORD-2026-01527,2026-01-23,CUST-0909,PROD-102,CH-02,SUP-10,1,350,210,0.1,40.0,2,Delivered,5.0
ORD-2026-01528,2026-01-23,CUST-2096,PROD-101,CH-04,SUP-10,1,324,180,0.1,15.0,0,Delivered,5.0
ORD-2026-01529,2026-01-23,CUST-1860,PROD-107,CH-01,SUP-50,1,225,125,0.0,40.0,1,Delivered,5.0
ORD-2026-01530,2026-01-23,CUST-1870,PROD-109,CH-01,SUP-40,2,199,110,0.1,40.0,2,Delivered,4.0
ORD-2026-01531,2026-01-23,CUST-0619,PROD-110,CH-01,SUP-40,4,360,190,0.05,0.0,2,Delivered,4.0
ORD-2026-01532,2026-01-23,CUST-1736,PROD-102,CH-02,SUP-10,2,350,210,0.0,0.0,2,Delivered,5.0
ORD-2026-01533,2026-01-23,CUST-1910,PROD-105,CH-02,SUP-20,2,289,150,0.0,0.0,2,Delivered,5.0
ORD-2026-01534,2026-01-23,CUST-1848,PROD-107,CH-02,SUP-50,1,225,125,0.15,40.0,1,Cancelled,
ORD-2026-01535,2026-01-23,CUST-2174,PROD-107,CH-04,SUP-50,3,225,125,0.2,0.0,0,Delivered,5.0
ORD-2026-01536,2026-01-23,CUST-2312,PROD-108,CH-02,SUP-50,1,400,220,0.15,40.0,2,Returned,
ORD-2026-01537,2026-01-23,CUST-0552,PROD-112,CH-01,SUP-30,2,280,150,0.0,0.0,1,Delivered,5.0
ORD-2026-01538,2026-01-23,CUST-0131,PROD-107,CH-05,SUP-50,3,225,125,0.05,0.0,0,Delivered,4.0
ORD-2026-01539,2026-01-23,CUST-1153,PROD-107,CH-01,SUP-50,1,225,125,0.15,40.0,1,Delivered,5.0
ORD-2026-01540,2026-01-23,CUST-0954,PROD-105,CH-02,SUP-20,2,289,150,0.0,0.0,1,Delivered,5.0
ORD-2026-01541,2026-01-23,CUST-2327,PROD-109,CH-01,SUP-40,2,199,110,0.15,40.0,3,Delivered,5.0
ORD-2026-01542,2026-01-23,CUST-0508,PROD-101,CH-04,SUP-10,4,324,180,0.0,0.0,0,Delivered,4.0
ORD-2026-01543,2026-01-23,CUST-0798,PROD-102,CH-04,SUP-10,3,350,210,0.0,0.0,0,Delivered,5.0
ORD-2026-01544,2026-01-23,CUST-0561,PROD-103,CH-01,SUP-20,1,199,110,0.0,40.0,1,Cancelled,
ORD-2026-01545,2026-01-23,CUST-0616,PROD-106,CH-04,SUP-20,1,246,130,0.0,15.0,0,Delivered,3.0
ORD-2026-01546,2026-01-23,CUST-1959,PROD-112,CH-06,SUP-30,1,280,150,0.0,40.0,3,Delivered,4.0
ORD-2026-01547,2026-01-23,CUST-0932,PROD-101,CH-03,SUP-10,3,324,180,0.0,0.0,0,Delivered,5.0
ORD-2026-01548,2026-01-23,CUST-0305,PROD-106,CH-03,SUP-20,1,246,130,0.05,15.0,0,Delivered,4.0
ORD-2026-01549,2026-01-23,CUST-1777,PROD-109,CH-01,SUP-40,1,199,110,0.0,40.0,1,Delivered,4.0
ORD-2026-01550,2026-01-23,CUST-2159,PROD-108,CH-05,SUP-50,2,400,220,0.05,0.0,0,Delivered,5.0
ORD-2026-01551,2026-01-23,CUST-0566,PROD-105,CH-04,SUP-20,1,289,150,0.0,15.0,0,Delivered,5.0
ORD-2026-01552,2026-01-23,CUST-2259,PROD-109,CH-01,SUP-40,3,199,110,0.0,0.0,3,Delivered,5.0
ORD-2026-01553,2026-01-23,CUST-0011,PROD-110,CH-01,SUP-40,3,360,190,0.05,0.0,3,Delivered,3.0
ORD-2026-01554,2026-01-23,CUST-1844,PROD-110,CH-01,SUP-40,2,360,190,0.05,0.0,4,Delivered,4.0
ORD-2026-01555,2026-01-23,CUST-0576,PROD-104,CH-01,SUP-20,1,299,160,0.0,40.0,1,Returned,
ORD-2026-01556,2026-01-23,CUST-1128,PROD-105,CH-02,SUP-20,1,289,150,0.05,40.0,2,Delivered,5.0
ORD-2026-01557,2026-01-23,CUST-1920,PROD-106,CH-02,SUP-20,1,246,130,0.0,40.0,2,Delivered,5.0
ORD-2026-01558,2026-01-23,CUST-1137,PROD-106,CH-03,SUP-20,2,246,130,0.1,0.0,0,Delivered,5.0
ORD-2026-01559,2026-01-23,CUST-0563,PROD-103,CH-02,SUP-20,1,199,110,0.1,40.0,1,Delivered,1.0
ORD-2026-01560,2026-01-23,CUST-2201,PROD-101,CH-01,SUP-10,5,324,180,0.0,0.0,4,Delivered,4.0
ORD-2026-01561,2026-01-23,CUST-2325,PROD-112,CH-03,SUP-30,2,280,150,0.0,0.0,0,Delivered,4.0
ORD-2026-01562,2026-01-23,CUST-0623,PROD-104,CH-01,SUP-20,1,299,160,0.0,40.0,4,Delivered,5.0
ORD-2026-01563,2026-01-23,CUST-1358,PROD-105,CH-05,SUP-20,1,289,150,0.05,15.0,0,Delivered,4.0
ORD-2026-01564,2026-01-23,CUST-1437,PROD-105,CH-02,SUP-20,5,289,150,0.0,0.0,2,Delivered,5.0
ORD-2026-01565,2026-01-23,CUST-0042,PROD-104,CH-04,SUP-20,3,299,160,0.2,0.0,0,Delivered,5.0
ORD-2026-01566,2026-01-23,CUST-1861,PROD-103,CH-03,SUP-20,1,199,110,0.0,15.0,0,Delivered,3.0
ORD-2026-01567,2026-01-23,CUST-0428,PROD-107,CH-02,SUP-50,3,225,125,0.1,0.0,1,Delivered,5.0
ORD-2026-01568,2026-01-23,CUST-1700,PROD-101,CH-03,SUP-10,1,324,180,0.1,15.0,0,Delivered,5.0
ORD-2026-01569,2026-01-23,CUST-2120,PROD-104,CH-01,SUP-20,2,299,160,0.2,0.0,4,Delivered,5.0
ORD-2026-01570,2026-01-23,CUST-2405,PROD-106,CH-01,SUP-20,1,246,130,0.0,40.0,4,Delivered,5.0
ORD-2026-01571,2026-01-23,CUST-0703,PROD-104,CH-05,SUP-20,2,299,160,0.1,0.0,0,Delivered,5.0
ORD-2026-01572,2026-01-23,CUST-1712,PROD-107,CH-03,SUP-50,1,225,125,0.05,15.0,0,Delivered,5.0
ORD-2026-01573,2026-01-23,CUST-1670,PROD-107,CH-02,SUP-50,2,225,125,0.0,40.0,2,Delivered,5.0
ORD-2026-01574,2026-01-23,CUST-2032,PROD-107,CH-02,SUP-50,1,225,125,0.0,40.0,4,Delivered,3.0
ORD-2026-01575,2026-01-23,CUST-0957,PROD-105,CH-02,SUP-20,1,289,150,0.0,40.0,4,Delivered,5.0
ORD-2026-01576,2026-01-23,CUST-0694,PROD-102,CH-06,SUP-10,1,350,210,0.1,40.0,2,Delivered,5.0
ORD-2026-01577,2026-01-23,CUST-1974,PROD-111,CH-05,SUP-30,2,360,200,0.0,0.0,0,Delivered,5.0
ORD-2026-01578,2026-01-23,CUST-1893,PROD-105,CH-03,SUP-20,2,289,150,0.0,0.0,0,Delivered,5.0
ORD-2026-01579,2026-01-23,CUST-2344,PROD-101,CH-01,SUP-10,3,324,180,0.05,0.0,2,Delivered,5.0
ORD-2026-01580,2026-01-23,CUST-1916,PROD-110,CH-01,SUP-40,2,360,190,0.1,0.0,3,Delivered,4.0
ORD-2026-01581,2026-01-23,CUST-2225,PROD-108,CH-01,SUP-50,2,400,220,0.0,0.0,4,Delivered,4.0
ORD-2026-01582,2026-01-23,CUST-0878,PROD-101,CH-05,SUP-10,2,324,180,0.05,0.0,0,Delivered,5.0
ORD-2026-01583,2026-01-23,CUST-0779,PROD-101,CH-04,SUP-10,1,324,180,0.1,15.0,0,Delivered,5.0
ORD-2026-01584,2026-01-23,CUST-0513,PROD-105,CH-02,SUP-20,1,289,150,0.0,40.0,4,Delivered,5.0
ORD-2026-01585,2026-01-24,CUST-1525,PROD-103,CH-01,SUP-20,1,199,110,0.1,40.0,2,Delivered,5.0
ORD-2026-01586,2026-01-24,CUST-2086,PROD-105,CH-05,SUP-20,1,289,150,0.05,15.0,0,Delivered,4.0
ORD-2026-01587,2026-01-24,CUST-1307,PROD-112,CH-05,SUP-30,1,280,150,0.05,15.0,0,Delivered,5.0
ORD-2026-01588,2026-01-24,CUST-2327,PROD-101,CH-01,SUP-10,2,324,180,0.0,0.0,2,Delivered,5.0
ORD-2026-01589,2026-01-24,CUST-2213,PROD-108,CH-01,SUP-50,2,400,220,0.05,0.0,3,Delivered,5.0
ORD-2026-01590,2026-01-24,CUST-0990,PROD-109,CH-02,SUP-40,1,199,110,0.15,40.0,3,Delivered,2.0
ORD-2026-01591,2026-01-24,CUST-2307,PROD-107,CH-06,SUP-50,4,225,125,0.1,0.0,1,Returned,
ORD-2026-01592,2026-01-24,CUST-0894,PROD-105,CH-02,SUP-20,1,289,150,0.05,40.0,1,Delivered,4.0
ORD-2026-01593,2026-01-24,CUST-0674,PROD-104,CH-01,SUP-20,1,299,160,0.2,40.0,2,Delivered,4.0
ORD-2026-01594,2026-01-24,CUST-1558,PROD-110,CH-02,SUP-40,2,360,190,0.0,0.0,1,Delivered,4.0
ORD-2026-01595,2026-01-24,CUST-0564,PROD-103,CH-03,SUP-20,4,199,110,0.0,0.0,0,Returned,
ORD-2026-01596,2026-01-24,CUST-2093,PROD-101,CH-06,SUP-10,1,324,180,0.2,40.0,4,Delivered,4.0
ORD-2026-01597,2026-01-24,CUST-2353,PROD-102,CH-04,SUP-10,2,350,210,0.05,0.0,0,Delivered,4.0
ORD-2026-01598,2026-01-24,CUST-1839,PROD-111,CH-03,SUP-30,2,360,200,0.15,0.0,0,Delivered,2.0
ORD-2026-01599,2026-01-24,CUST-0495,PROD-111,CH-02,SUP-30,1,360,200,0.0,40.0,4,Delivered,3.0
ORD-2026-01600,2026-01-24,CUST-1045,PROD-105,CH-02,SUP-20,5,289,150,0.15,0.0,4,Delivered,5.0
ORD-2026-01601,2026-01-24,CUST-1794,PROD-103,CH-06,SUP-20,1,199,110,0.05,40.0,4,Delivered,5.0
ORD-2026-01602,2026-01-24,CUST-0083,PROD-105,CH-03,SUP-20,2,289,150,0.0,0.0,0,Delivered,5.0
ORD-2026-01603,2026-01-24,CUST-2202,PROD-111,CH-04,SUP-30,2,360,200,0.0,0.0,0,Delivered,5.0
ORD-2026-01604,2026-01-24,CUST-1988,PROD-108,CH-06,SUP-50,1,400,220,0.0,40.0,3,Delivered,5.0
ORD-2026-01605,2026-01-24,CUST-1985,PROD-111,CH-06,SUP-30,3,360,200,0.05,0.0,2,Delivered,5.0
ORD-2026-01606,2026-01-24,CUST-1352,PROD-103,CH-01,SUP-20,2,199,110,0.1,40.0,3,Delivered,2.0
ORD-2026-01607,2026-01-24,CUST-2160,PROD-111,CH-01,SUP-30,1,360,200,0.0,40.0,1,Delivered,3.0
ORD-2026-01608,2026-01-24,CUST-0165,PROD-108,CH-01,SUP-50,3,400,220,0.0,0.0,4,Delivered,4.0
ORD-2026-01609,2026-01-24,CUST-2093,PROD-105,CH-01,SUP-20,1,289,150,0.05,40.0,1,Delivered,5.0
ORD-2026-01610,2026-01-24,CUST-2473,PROD-104,CH-02,SUP-20,2,299,160,0.0,0.0,2,Delivered,5.0
ORD-2026-01611,2026-01-24,CUST-0504,PROD-110,CH-04,SUP-40,1,360,190,0.15,15.0,0,Delivered,4.0
ORD-2026-01612,2026-01-24,CUST-1996,PROD-106,CH-02,SUP-20,1,246,130,0.05,40.0,3,Delivered,5.0
ORD-2026-01613,2026-01-24,CUST-1542,PROD-109,CH-03,SUP-40,1,199,110,0.0,15.0,0,Delivered,5.0
ORD-2026-01614,2026-01-24,CUST-1522,PROD-107,CH-01,SUP-50,1,225,125,0.05,40.0,3,Delivered,5.0
ORD-2026-01615,2026-01-24,CUST-0446,PROD-107,CH-02,SUP-50,1,225,125,0.05,40.0,1,Delivered,4.0
ORD-2026-01616,2026-01-24,CUST-2303,PROD-107,CH-01,SUP-50,1,225,125,0.0,40.0,2,Delivered,4.0
ORD-2026-01617,2026-01-24,CUST-0912,PROD-109,CH-03,SUP-40,1,199,110,0.1,15.0,0,Delivered,5.0
ORD-2026-01618,2026-01-24,CUST-0523,PROD-102,CH-03,SUP-10,1,350,210,0.2,15.0,0,Delivered,4.0
ORD-2026-01619,2026-01-24,CUST-2140,PROD-111,CH-03,SUP-30,1,360,200,0.05,15.0,0,Delivered,4.0
ORD-2026-01620,2026-01-24,CUST-0541,PROD-105,CH-03,SUP-20,1,289,150,0.15,15.0,0,Delivered,4.0
ORD-2026-01621,2026-01-24,CUST-0471,PROD-111,CH-03,SUP-30,1,360,200,0.0,15.0,0,Delivered,5.0
ORD-2026-01622,2026-01-24,CUST-2335,PROD-101,CH-06,SUP-10,2,324,180,0.05,0.0,2,Delivered,5.0
ORD-2026-01623,2026-01-24,CUST-1773,PROD-104,CH-01,SUP-20,1,299,160,0.0,40.0,1,Delivered,4.0
ORD-2026-01624,2026-01-24,CUST-1668,PROD-106,CH-06,SUP-20,3,246,130,0.05,0.0,3,Delivered,5.0
ORD-2026-01625,2026-01-24,CUST-2093,PROD-111,CH-01,SUP-30,1,360,200,0.0,40.0,1,Delivered,3.0
ORD-2026-01626,2026-01-24,CUST-0787,PROD-102,CH-01,SUP-10,2,350,210,0.0,0.0,4,Delivered,5.0
ORD-2026-01627,2026-01-24,CUST-1233,PROD-106,CH-01,SUP-20,1,246,130,0.05,40.0,2,Delivered,5.0
ORD-2026-01628,2026-01-24,CUST-0578,PROD-104,CH-03,SUP-20,1,299,160,0.05,15.0,0,Delivered,5.0
ORD-2026-01629,2026-01-24,CUST-1702,PROD-106,CH-02,SUP-20,2,246,130,0.05,40.0,4,Delivered,5.0
ORD-2026-01630,2026-01-24,CUST-1015,PROD-105,CH-01,SUP-20,1,289,150,0.1,40.0,3,Delivered,5.0
ORD-2026-01631,2026-01-24,CUST-0263,PROD-109,CH-03,SUP-40,2,199,110,0.1,0.0,0,Delivered,3.0
ORD-2026-01632,2026-01-24,CUST-1788,PROD-101,CH-04,SUP-10,1,324,180,0.0,15.0,0,Delivered,3.0
ORD-2026-01633,2026-01-24,CUST-1451,PROD-101,CH-01,SUP-10,1,324,180,0.15,40.0,1,Delivered,5.0
ORD-2026-01634,2026-01-24,CUST-2387,PROD-108,CH-01,SUP-50,1,400,220,0.15,40.0,2,Delivered,1.0
ORD-2026-01635,2026-01-24,CUST-2391,PROD-105,CH-01,SUP-20,1,289,150,0.0,40.0,1,Delivered,5.0
ORD-2026-01636,2026-01-24,CUST-2495,PROD-105,CH-06,SUP-20,1,289,150,0.15,40.0,2,Delivered,4.0
ORD-2026-01637,2026-01-24,CUST-1384,PROD-107,CH-05,SUP-50,1,225,125,0.15,15.0,0,Delivered,5.0
ORD-2026-01638,2026-01-24,CUST-0659,PROD-107,CH-03,SUP-50,1,225,125,0.0,15.0,0,Delivered,5.0
ORD-2026-01639,2026-01-24,CUST-1314,PROD-107,CH-02,SUP-50,1,225,125,0.0,40.0,1,Delivered,4.0
ORD-2026-01640,2026-01-24,CUST-1941,PROD-110,CH-04,SUP-40,2,360,190,0.0,0.0,0,Delivered,5.0
ORD-2026-01641,2026-01-24,CUST-0607,PROD-112,CH-01,SUP-30,3,280,150,0.05,0.0,3,Delivered,4.0
ORD-2026-01642,2026-01-24,CUST-2423,PROD-112,CH-03,SUP-30,1,280,150,0.05,15.0,0,Delivered,5.0
ORD-2026-01643,2026-01-24,CUST-1518,PROD-110,CH-05,SUP-40,1,360,190,0.05,15.0,0,Delivered,4.0
ORD-2026-01644,2026-01-24,CUST-2325,PROD-105,CH-06,SUP-20,2,289,150,0.05,0.0,4,Delivered,4.0
ORD-2026-01645,2026-01-24,CUST-1393,PROD-109,CH-04,SUP-40,2,199,110,0.0,0.0,0,Delivered,4.0
ORD-2026-01646,2026-01-24,CUST-1955,PROD-111,CH-03,SUP-30,1,360,200,0.05,15.0,0,Delivered,5.0
ORD-2026-01647,2026-01-24,CUST-0938,PROD-109,CH-03,SUP-40,1,199,110,0.0,15.0,0,Delivered,4.0
ORD-2026-01648,2026-01-24,CUST-1435,PROD-103,CH-04,SUP-20,1,199,110,0.05,15.0,0,Delivered,5.0
ORD-2026-01649,2026-01-24,CUST-0513,PROD-101,CH-01,SUP-10,1,324,180,0.0,40.0,4,Delivered,5.0
ORD-2026-01650,2026-01-25,CUST-1384,PROD-109,CH-01,SUP-40,1,199,110,0.0,40.0,1,Delivered,4.0
ORD-2026-01651,2026-01-25,CUST-2053,PROD-111,CH-06,SUP-30,1,360,200,0.05,40.0,2,Delivered,4.0
ORD-2026-01652,2026-01-25,CUST-0282,PROD-107,CH-01,SUP-50,1,225,125,0.05,40.0,2,Delivered,5.0
ORD-2026-01653,2026-01-25,CUST-0817,PROD-106,CH-01,SUP-20,1,246,130,0.05,40.0,4,Delivered,3.0
ORD-2026-01654,2026-01-25,CUST-0504,PROD-106,CH-03,SUP-20,2,246,130,0.0,0.0,0,Delivered,4.0
ORD-2026-01655,2026-01-25,CUST-0490,PROD-108,CH-03,SUP-50,1,400,220,0.05,15.0,0,Delivered,5.0
ORD-2026-01656,2026-01-25,CUST-2008,PROD-112,CH-02,SUP-30,1,280,150,0.0,40.0,2,Delivered,5.0
ORD-2026-01657,2026-01-25,CUST-0243,PROD-106,CH-04,SUP-20,1,246,130,0.05,15.0,0,Delivered,5.0
ORD-2026-01658,2026-01-25,CUST-2086,PROD-109,CH-02,SUP-40,1,199,110,0.05,40.0,1,Delivered,2.0
ORD-2026-01659,2026-01-25,CUST-1082,PROD-107,CH-05,SUP-50,1,225,125,0.0,15.0,0,Delivered,4.0
ORD-2026-01660,2026-01-25,CUST-0374,PROD-112,CH-01,SUP-30,1,280,150,0.1,40.0,1,Delivered,5.0
ORD-2026-01661,2026-01-25,CUST-0102,PROD-104,CH-01,SUP-20,5,299,160,0.0,0.0,1,Delivered,4.0
ORD-2026-01662,2026-01-25,CUST-1864,PROD-101,CH-04,SUP-10,1,324,180,0.1,15.0,0,Delivered,4.0
ORD-2026-01663,2026-01-25,CUST-2178,PROD-107,CH-03,SUP-50,1,225,125,0.2,15.0,0,Delivered,5.0
ORD-2026-01664,2026-01-25,CUST-0635,PROD-111,CH-02,SUP-30,2,360,200,0.15,0.0,3,Delivered,3.0
ORD-2026-01665,2026-01-25,CUST-1180,PROD-105,CH-06,SUP-20,3,289,150,0.0,0.0,1,Delivered,4.0
ORD-2026-01666,2026-01-25,CUST-0877,PROD-101,CH-01,SUP-10,1,324,180,0.05,40.0,1,Delivered,5.0
ORD-2026-01667,2026-01-25,CUST-1541,PROD-112,CH-03,SUP-30,4,280,150,0.05,0.0,0,Delivered,1.0
ORD-2026-01668,2026-01-25,CUST-1565,PROD-111,CH-05,SUP-30,5,360,200,0.05,0.0,0,Delivered,4.0
ORD-2026-01669,2026-01-25,CUST-1287,PROD-110,CH-04,SUP-40,1,360,190,0.1,15.0,0,Delivered,4.0
ORD-2026-01670,2026-01-25,CUST-0415,PROD-112,CH-05,SUP-30,1,280,150,0.0,15.0,0,Delivered,4.0
ORD-2026-01671,2026-01-25,CUST-1319,PROD-112,CH-01,SUP-30,1,280,150,0.05,40.0,1,Delivered,5.0
ORD-2026-01672,2026-01-25,CUST-1233,PROD-106,CH-01,SUP-20,1,246,130,0.15,40.0,4,Delivered,5.0
ORD-2026-01673,2026-01-25,CUST-0475,PROD-110,CH-01,SUP-40,5,360,190,0.0,0.0,1,Delivered,5.0
ORD-2026-01674,2026-01-25,CUST-2353,PROD-101,CH-06,SUP-10,2,324,180,0.1,0.0,3,Delivered,5.0
ORD-2026-01675,2026-01-25,CUST-0149,PROD-103,CH-01,SUP-20,3,199,110,0.05,0.0,3,Delivered,5.0
ORD-2026-01676,2026-01-25,CUST-0489,PROD-111,CH-02,SUP-30,1,360,200,0.05,40.0,4,Cancelled,
ORD-2026-01677,2026-01-25,CUST-2398,PROD-102,CH-05,SUP-10,1,350,210,0.1,15.0,0,Delivered,5.0
ORD-2026-01678,2026-01-25,CUST-2167,PROD-108,CH-03,SUP-50,1,400,220,0.05,15.0,0,Delivered,3.0
ORD-2026-01679,2026-01-25,CUST-2267,PROD-102,CH-04,SUP-10,1,350,210,0.05,15.0,0,Delivered,5.0
ORD-2026-01680,2026-01-25,CUST-2455,PROD-109,CH-06,SUP-40,5,199,110,0.1,0.0,3,Delivered,5.0
ORD-2026-01681,2026-01-25,CUST-2104,PROD-108,CH-05,SUP-50,1,400,220,0.0,15.0,0,Delivered,5.0
ORD-2026-01682,2026-01-25,CUST-1424,PROD-102,CH-01,SUP-10,2,350,210,0.05,0.0,4,Delivered,5.0
ORD-2026-01683,2026-01-25,CUST-0421,PROD-105,CH-03,SUP-20,1,289,150,0.05,15.0,0,Delivered,4.0
ORD-2026-01684,2026-01-25,CUST-1245,PROD-111,CH-03,SUP-30,1,360,200,0.0,15.0,0,Delivered,1.0
ORD-2026-01685,2026-01-25,CUST-1845,PROD-111,CH-01,SUP-30,1,360,200,0.1,40.0,3,Delivered,1.0
ORD-2026-01686,2026-01-25,CUST-1086,PROD-103,CH-02,SUP-20,2,199,110,0.05,40.0,4,Cancelled,
ORD-2026-01687,2026-01-25,CUST-1806,PROD-107,CH-01,SUP-50,1,225,125,0.1,40.0,2,Delivered,4.0
ORD-2026-01688,2026-01-25,CUST-1661,PROD-102,CH-01,SUP-10,1,350,210,0.15,40.0,4,Returned,
ORD-2026-01689,2026-01-25,CUST-2182,PROD-106,CH-02,SUP-20,2,246,130,0.1,40.0,3,Delivered,5.0
ORD-2026-01690,2026-01-25,CUST-2393,PROD-101,CH-03,SUP-10,1,324,180,0.1,15.0,0,Cancelled,
